Record_ID,State,Area_Type,Population,Health_Facilities,Doctors_per_1000,Nurses_per_1000,Insurance_Coverage_pct,Immunization_Coverage_pct,Skilled_Birth_Attendance_pct,Out_of_Pocket_Expenditure_pct,Improved_Water_Access_pct,Electricity_Availability_pct,Avg_Travel_Time_to_Facility_min,UHC_Readiness_Index,Readiness_Category
1565,Osun,Urban,173568,357,1.98,1.72,76.9,50.7,49.8,21.0,79.9,63.4,95.2,65.3,Moderate
1566,Nasarawa,Urban,3275015,793,2.3,8.19,26.3,87.1,39.3,77.0,96.5,32.8,99.8,64.6,Moderate
1567,Borno,Urban,4899153,756,1.95,10.24,23.5,79.3,31.4,72.1,77.1,48.2,55.2,66.2,Moderate
1568,Bauchi,Urban,4079406,29,2.45,11.31,80.3,45.3,33.8,27.5,58.1,43.6,21.7,82.8,High
1569,Borno,Urban,4897670,290,0.8,4.69,83.3,96.3,74.8,69.8,91.6,32.4,102.6,63.2,Moderate
1570,Abia,Rural,1967913,105,1.05,10.34,43.8,53.0,30.7,79.3,81.0,67.5,98.1,57.1,Moderate
1571,Gombe,Urban,2818197,486,0.56,4.74,7.9,68.1,55.2,72.5,68.0,50.7,38.4,47.7,Low
1572,Delta,Rural,4290981,879,1.12,1.54,2.3,41.0,38.2,69.5,92.9,53.2,93.4,38.8,Low
1573,Ondo,Rural,2814178,211,3.0,1.91,41.2,72.6,52.1,69.7,89.6,30.8,93.6,63.5,Moderate
1574,Osun,Urban,1954908,795,0.51,7.31,65.5,69.4,36.8,43.5,40.7,87.5,78.5,58.5,Moderate
1575,Akwa Ibom,Rural,592389,914,0.12,3.9,26.3,84.7,88.1,44.0,49.3,81.1,58.9,55.5,Moderate
1576,FCT,Rural,563394,453,0.4,5.8,7.1,69.5,38.5,45.0,48.2,71.5,66.1,46.7,Low
1577,Katsina,Rural,1568907,795,0.39,4.16,83.2,71.3,83.6,77.8,50.5,25.8,39.7,57.9,Moderate
1578,Sokoto,Rural,433302,928,0.22,6.97,29.6,85.5,57.2,54.3,97.7,90.6,26.4,62.6,Moderate
1579,Enugu,Rural,1796892,1133,1.49,3.38,2.9,78.5,56.0,33.4,63.0,25.3,101.0,50.7,Low
1580,Anambra,Rural,303416,549,3.39,5.11,36.7,48.2,71.7,34.2,66.5,77.0,101.1,76.3,High
1581,Abia,Rural,263065,1084,1.83,11.27,84.5,74.9,46.1,23.7,53.1,49.3,32.1,83.6,High
1582,Imo,Urban,2686292,402,3.31,7.45,14.0,51.8,58.9,25.4,92.4,67.1,56.7,79.9,High
1583,Ebonyi,Rural,695708,66,2.4,8.99,36.2,43.4,62.7,58.7,62.0,76.1,44.6,73.7,Moderate
1584,Edo,Urban,1526929,369,0.88,9.48,23.6,89.9,62.9,75.9,81.7,30.3,88.8,58.8,Moderate
1585,Plateau,Urban,3597830,346,3.31,2.19,10.6,84.9,87.7,74.0,74.9,58.7,74.8,70.5,Moderate
1586,Kwara,Urban,918769,880,0.25,3.89,53.2,72.0,37.9,37.4,68.1,65.6,31.8,54.5,Low
1587,Yobe,Urban,852415,555,3.35,0.59,50.5,87.6,42.9,78.4,81.5,98.6,118.2,67.6,Moderate
1588,Adamawa,Urban,724318,829,0.69,5.07,43.1,44.6,59.1,21.6,34.9,56.7,107.0,51.1,Low
1589,Osun,Urban,2179072,582,3.24,5.62,66.6,92.4,77.3,81.2,50.1,35.7,26.2,82.4,High
1590,Abia,Urban,4771290,76,1.35,3.07,11.4,87.7,41.0,38.1,60.6,97.3,110.3,53.3,Low
1591,FCT,Urban,1117203,956,2.61,9.2,29.0,43.6,90.8,60.0,72.3,97.9,42.4,81.4,High
1592,Anambra,Rural,4774566,889,2.47,11.9,42.9,71.9,36.0,78.2,38.1,50.6,45.0,72.8,Moderate
1593,Kogi,Urban,4983441,1011,0.26,10.05,61.6,66.7,74.6,73.6,61.3,33.1,79.1,59.6,Moderate
1594,Plateau,Rural,3512677,54,0.96,9.11,50.7,41.4,79.9,52.9,67.7,43.8,5.3,69.1,Moderate
1595,Bauchi,Rural,2560652,497,0.64,6.77,57.2,94.4,69.0,74.8,41.9,23.7,26.4,60.8,Moderate
1596,Edo,Urban,1457379,511,2.19,3.71,47.0,93.9,70.3,31.3,40.8,95.6,33.4,76.5,High
1597,FCT,Rural,2429679,682,1.28,0.97,69.2,93.4,85.6,42.4,97.2,29.0,106.7,63.3,Moderate
1598,Ekiti,Urban,1666888,342,2.8,8.35,4.8,90.5,70.1,72.9,85.8,42.5,95.1,71.3,Moderate
1599,FCT,Urban,1109695,561,1.07,3.33,78.3,74.9,39.1,72.8,31.8,64.6,90.1,52.9,Low
1600,Cross River,Urban,1039053,302,2.65,1.54,75.0,43.4,83.8,68.8,57.1,91.7,75.3,70.7,Moderate
1601,Jigawa,Urban,4800948,426,0.89,6.21,18.4,68.4,51.3,44.2,41.0,91.6,49.2,57.1,Moderate
1602,FCT,Rural,1124654,877,3.16,4.43,83.8,45.8,39.1,45.7,35.2,38.1,60.4,71.8,Moderate
1603,Adamawa,Rural,1060538,928,3.0,3.65,28.4,79.4,65.1,79.7,47.4,28.1,109.2,61.2,Moderate
1604,Anambra,Urban,1444315,226,2.84,3.13,2.4,75.0,75.5,77.2,92.3,44.9,20.8,68.1,Moderate
1605,Benue,Rural,2044498,111,0.27,8.45,73.4,60.9,51.9,37.6,79.7,31.0,71.9,60.8,Moderate
1606,Cross River,Urban,833699,1037,1.84,5.58,78.1,67.2,39.6,50.3,97.2,49.6,90.2,67.9,Moderate
1607,Abia,Rural,4602762,999,1.93,8.64,23.1,87.1,52.2,80.6,84.6,66.7,89.6,66.0,Moderate
1608,Yobe,Rural,3022001,205,1.75,5.46,54.6,88.9,43.7,33.6,46.2,33.4,72.8,64.7,Moderate
1609,Kebbi,Rural,4473243,1096,1.28,7.6,6.7,60.1,79.4,63.3,96.2,41.7,106.6,57.6,Moderate
1610,Rivers,Rural,3387815,997,0.71,9.0,16.3,85.7,78.3,66.2,63.0,52.0,24.8,63.8,Moderate
1611,Nasarawa,Urban,4709445,335,0.48,7.22,16.0,58.0,45.0,70.7,90.4,78.2,14.2,55.4,Moderate
1612,Kano,Rural,1493707,1141,0.65,10.5,2.7,46.3,42.7,67.4,75.8,70.2,24.3,55.8,Moderate
1613,Bayelsa,Rural,4829255,1184,1.47,7.27,22.9,50.6,30.9,75.3,41.7,32.8,111.0,45.9,Low
1614,Abia,Rural,2924701,117,0.65,0.63,3.1,81.4,58.8,31.1,77.9,23.1,52.1,45.8,Low
1615,Bayelsa,Urban,2110328,769,3.37,4.66,18.1,43.9,87.7,62.1,31.3,38.3,13.6,72.3,Moderate
1616,Akwa Ibom,Rural,228406,1093,2.68,6.7,16.7,49.5,87.7,26.1,95.5,37.6,103.0,72.8,Moderate
1617,Ogun,Urban,3329294,586,0.55,6.09,5.1,63.6,57.6,80.0,81.6,85.6,11.3,54.1,Low
1618,Ogun,Urban,1920084,237,0.8,6.55,80.0,40.6,69.5,34.8,42.0,41.4,15.4,65.9,Moderate
1619,Ogun,Rural,1201058,419,0.76,10.47,18.5,64.2,30.9,80.9,72.6,42.4,15.7,56.0,Moderate
1620,Lagos,Rural,4048084,870,2.52,4.97,24.9,88.2,38.0,68.7,61.7,56.6,80.7,62.6,Moderate
1621,Ogun,Urban,4021011,681,3.14,9.15,37.0,80.9,84.5,59.3,42.4,97.0,99.2,83.3,High
1622,Edo,Urban,1465158,597,3.01,1.65,47.7,41.2,36.0,75.0,72.8,64.6,24.8,64.1,Moderate
1623,Ekiti,Rural,4853312,533,1.98,5.62,24.1,55.8,83.0,30.9,48.5,53.8,43.6,68.5,Moderate
1624,Niger,Urban,2406141,967,1.6,9.25,2.9,61.2,50.2,54.8,81.4,49.9,92.5,59.2,Moderate
1625,Kebbi,Rural,4090866,558,0.65,6.43,62.9,55.7,75.0,83.7,30.2,46.8,62.6,54.8,Low
1626,Taraba,Urban,2246559,885,0.65,4.99,25.1,59.0,70.7,21.0,85.1,65.9,30.3,61.9,Moderate
1627,Enugu,Rural,479742,821,0.22,6.12,55.7,64.2,36.5,34.4,64.9,91.6,35.1,58.8,Moderate
1628,Cross River,Rural,2011592,837,2.56,1.45,64.5,89.8,96.4,42.8,58.7,90.8,102.6,76.5,High
1629,Zamfara,Urban,551726,315,1.96,9.81,82.1,44.0,75.5,77.3,36.0,49.4,64.5,72.9,Moderate
1630,Yobe,Rural,221411,604,1.61,11.13,15.9,89.7,30.8,53.6,53.1,75.1,79.7,65.4,Moderate
1631,Rivers,Urban,1822295,65,3.42,4.68,64.5,65.3,53.3,22.4,78.7,55.1,110.2,79.2,High
1632,Edo,Urban,3578497,850,1.42,7.91,57.3,41.3,57.9,65.6,91.2,29.5,112.3,59.4,Moderate
1633,Kebbi,Urban,4264280,684,3.11,5.97,49.7,56.6,35.6,21.0,65.3,60.1,63.3,75.9,High
1634,Rivers,Rural,3403806,59,2.38,9.8,5.9,67.8,44.2,47.0,51.0,84.2,85.1,68.1,Moderate
1635,Osun,Urban,2250849,1158,2.61,4.12,84.5,59.0,31.5,63.6,50.9,30.9,100.3,63.1,Moderate
1636,Bauchi,Rural,1416162,1193,1.51,8.55,8.5,91.0,77.1,48.8,58.1,36.3,101.5,63.0,Moderate
1637,Bayelsa,Urban,4164931,255,3.26,8.28,75.0,68.0,95.1,57.7,42.2,86.1,101.5,88.0,High
1638,Abia,Rural,2633363,547,1.99,5.31,28.8,92.1,44.1,72.3,62.0,56.1,110.2,58.4,Moderate
1639,Gombe,Rural,2587443,49,0.64,7.25,15.1,52.2,78.0,54.8,95.8,38.5,106.7,53.0,Low
1640,Taraba,Rural,1642584,14,0.44,4.63,48.9,97.7,61.0,84.6,71.3,25.0,44.1,53.7,Low
1641,Gombe,Urban,1280592,164,1.32,11.96,46.0,96.6,48.7,56.5,65.4,81.3,80.7,73.6,Moderate
1642,Borno,Rural,4476701,1197,1.66,6.7,36.4,69.6,94.0,45.1,56.0,70.6,81.3,70.2,Moderate
1643,Rivers,Urban,2806224,13,3.03,9.22,78.5,46.1,74.9,36.4,83.3,92.8,80.7,90.3,High
1644,Anambra,Urban,310783,1060,0.74,5.66,5.8,68.1,94.6,83.5,58.4,43.6,56.3,52.4,Low
1645,Niger,Urban,2532880,622,2.22,0.86,55.2,91.1,89.3,49.5,57.7,61.8,74.1,69.7,Moderate
1646,Zamfara,Urban,3966864,574,2.96,4.25,80.6,79.0,31.3,29.6,65.0,65.8,44.0,79.7,High
1647,Oyo,Rural,3337605,281,0.36,5.32,2.2,95.3,77.3,66.8,91.0,50.4,17.7,56.8,Moderate
1648,Niger,Urban,2269311,584,0.1,0.88,13.1,41.0,73.1,49.7,73.9,83.6,119.3,38.1,Low
1649,Abia,Urban,1548563,32,0.98,4.25,51.4,77.2,42.7,36.5,98.9,73.8,105.6,59.2,Moderate
1650,Bayelsa,Urban,1919224,949,2.59,3.9,56.9,78.8,50.6,62.7,55.8,52.2,7.1,72.8,Moderate
1651,Ondo,Urban,1156114,611,1.31,0.6,47.8,55.7,61.1,73.5,94.0,24.6,75.2,49.8,Low
1652,Bayelsa,Rural,3130437,580,0.89,4.16,72.1,92.6,51.3,42.9,45.3,80.4,34.4,65.8,Moderate
1653,Zamfara,Rural,4230991,519,2.39,11.67,74.5,88.8,48.8,77.0,65.2,31.6,45.5,81.4,High
1654,Osun,Rural,2429880,160,1.84,3.68,61.1,64.3,98.9,82.4,45.9,23.0,51.4,64.5,Moderate
1655,Imo,Urban,4449278,802,0.5,7.19,49.1,68.6,92.9,77.7,92.5,30.7,10.8,65.1,Moderate
1656,Niger,Urban,1636653,716,0.69,11.55,48.8,47.6,56.5,45.9,96.7,94.9,70.5,69.6,Moderate
1657,Yobe,Urban,1856371,666,1.35,11.83,77.4,95.9,75.4,30.0,93.1,67.7,114.4,84.0,High
1658,Ogun,Urban,2575875,258,2.64,8.95,73.8,63.6,65.5,66.2,61.1,34.8,110.4,74.9,Moderate
1659,Sokoto,Urban,759993,326,0.9,6.54,6.1,95.9,85.7,78.2,86.1,27.6,28.0,60.5,Moderate
1660,Delta,Urban,2608187,474,3.47,5.13,4.4,92.9,50.0,23.2,97.5,75.2,111.9,76.4,High
1661,Delta,Rural,1160611,77,2.99,10.51,62.7,73.3,45.0,27.7,44.1,84.1,62.0,86.9,High
1662,Abia,Rural,1319462,123,2.09,6.71,55.5,89.1,56.5,30.4,84.2,94.2,20.6,83.3,High
1663,Imo,Rural,1099434,1174,1.84,3.19,71.0,41.8,94.3,84.6,59.5,94.5,16.8,70.9,Moderate
1664,Abia,Urban,4025009,756,3.29,10.01,47.3,97.4,86.3,62.2,89.2,51.8,20.1,95.4,High
1665,Kaduna,Urban,2647281,517,0.9,11.26,39.2,64.1,36.9,54.2,69.5,97.3,22.6,69.0,Moderate
1666,Nasarawa,Urban,156809,116,2.79,4.03,23.4,81.9,51.9,82.7,75.3,58.1,76.1,64.3,Moderate
1667,Edo,Urban,1279876,693,1.76,6.2,55.3,44.3,98.3,42.7,45.6,26.8,71.2,67.8,Moderate
1668,Edo,Rural,2654737,573,2.92,9.06,50.5,82.6,70.8,53.5,43.3,56.3,26.8,84.8,High
1669,FCT,Rural,601038,20,2.97,3.8,52.5,86.0,64.0,21.7,81.7,62.2,104.6,77.8,High
1670,Kogi,Urban,4104392,499,2.44,5.91,28.7,85.9,72.0,71.1,73.5,97.2,84.1,72.5,Moderate
1671,Yobe,Rural,4318824,12,3.37,2.41,46.7,60.5,48.5,44.9,97.0,22.9,98.6,68.5,Moderate
1672,Nasarawa,Rural,2137726,249,1.24,6.76,8.6,83.5,36.6,78.2,61.2,41.4,97.1,48.7,Low
1673,Kano,Rural,2665217,250,3.23,1.04,42.8,67.9,33.5,20.7,47.0,85.5,6.4,74.1,Moderate
1674,Enugu,Rural,3352227,338,1.91,11.82,84.5,54.7,93.7,66.3,40.3,26.4,67.1,79.7,High
1675,Adamawa,Rural,4531011,1116,2.7,8.99,5.3,70.3,93.2,55.4,57.6,94.9,77.3,78.0,High
1676,Enugu,Urban,2923482,865,0.09,5.01,15.1,81.2,36.2,78.6,49.5,54.5,74.0,39.7,Low
1677,Ogun,Rural,407115,1045,0.51,1.14,17.8,98.1,50.7,75.3,64.7,60.1,11.1,48.4,Low
1678,Bayelsa,Rural,1915272,171,2.53,7.46,42.1,97.2,71.2,22.7,76.9,29.3,85.4,79.3,High
1679,Kebbi,Urban,3399912,503,0.37,8.33,77.6,87.8,56.1,26.3,67.1,63.7,69.5,68.8,Moderate
1680,Katsina,Urban,3995864,24,0.69,1.87,51.3,63.8,50.4,49.6,77.2,98.0,21.9,58.0,Moderate
1681,Cross River,Urban,720486,918,1.69,11.45,32.2,56.4,63.1,65.4,84.5,88.2,83.1,71.9,Moderate
1682,Lagos,Rural,1159565,844,2.64,3.83,63.9,88.5,69.5,67.4,69.8,53.3,96.2,72.0,Moderate
1683,Taraba,Rural,187941,275,0.67,4.26,65.0,62.2,30.2,35.1,30.9,79.2,13.5,57.7,Moderate
1684,Gombe,Urban,3373789,820,1.34,9.85,77.3,40.4,92.6,53.6,33.3,93.3,11.0,79.7,High
1685,Taraba,Urban,141846,453,0.87,10.04,32.8,47.6,66.6,61.7,74.6,53.9,101.3,58.7,Moderate
1686,Kebbi,Urban,1727981,952,2.07,7.31,84.0,43.5,81.1,61.5,39.9,30.7,75.0,70.9,Moderate
1687,Taraba,Rural,410692,282,2.66,7.04,59.8,61.6,89.2,57.3,86.9,96.6,9.8,88.8,High
1688,Cross River,Urban,2726156,595,3.03,5.83,78.1,95.9,94.5,63.0,47.8,41.6,77.5,84.3,High
1689,Yobe,Rural,2968067,727,2.63,11.57,25.4,56.8,52.7,53.4,38.6,21.3,69.5,70.5,Moderate
1690,Kwara,Urban,1084717,1020,1.88,3.76,71.6,56.7,52.8,83.7,40.8,33.3,96.3,55.3,Moderate
1691,Taraba,Rural,305712,926,2.18,1.1,60.1,62.4,46.2,72.8,37.1,53.2,21.0,59.7,Moderate
1692,Kwara,Rural,277944,155,0.09,5.66,55.1,84.7,92.2,46.4,39.0,47.9,119.3,54.8,Low
1693,Ogun,Urban,2959680,1088,1.34,2.79,2.4,66.0,76.9,61.3,36.2,59.3,15.8,54.2,Low
1694,Lagos,Rural,3114919,447,1.57,1.21,12.7,55.1,35.2,35.9,52.5,54.9,35.5,49.8,Low
1695,Bayelsa,Rural,3696756,625,0.38,9.83,59.6,98.3,62.3,23.5,79.9,29.7,112.4,66.0,Moderate
1696,Imo,Rural,3371788,1130,2.97,5.15,19.8,59.5,91.1,56.0,43.4,45.5,74.8,70.1,Moderate
1697,Bayelsa,Rural,2099845,22,3.34,4.8,40.9,85.5,97.0,84.6,77.9,87.0,97.1,80.4,High
1698,Oyo,Urban,1167877,440,2.83,1.65,17.4,41.5,54.8,51.8,45.0,87.2,21.5,63.5,Moderate
1699,Osun,Rural,1617257,538,2.0,10.4,26.0,42.4,89.9,79.9,52.2,80.3,98.8,68.2,Moderate
1700,Gombe,Urban,231958,1188,0.62,5.94,21.7,95.1,41.0,66.9,89.9,71.5,10.4,59.2,Moderate
1701,Kano,Rural,642253,1085,0.37,8.42,2.0,65.0,43.0,69.5,42.1,42.0,20.9,47.8,Low
1702,Lagos,Urban,3762509,672,0.57,7.49,68.4,68.5,86.6,76.0,52.6,41.2,44.3,63.5,Moderate
1703,Gombe,Urban,1347931,387,1.56,8.43,53.7,51.9,96.2,28.1,30.3,85.8,95.7,73.1,Moderate
1704,Niger,Urban,3392237,832,2.72,5.47,53.9,86.0,93.0,52.0,62.3,37.2,113.0,75.6,High
1705,Katsina,Urban,4273021,633,3.25,8.9,4.3,87.4,30.2,56.3,33.6,49.9,9.0,74.1,Moderate
1706,Adamawa,Rural,4019848,761,0.52,3.81,62.4,42.2,62.6,66.0,80.2,30.4,62.0,50.9,Low
1707,Gombe,Rural,1651471,1051,1.8,5.42,36.9,61.9,93.9,74.7,59.6,32.6,101.9,60.9,Moderate
1708,Zamfara,Rural,2291987,655,2.34,4.6,72.3,87.8,57.8,82.1,48.1,52.5,13.2,73.2,Moderate
1709,Taraba,Rural,699167,537,2.1,7.93,19.3,70.8,45.0,58.2,83.1,73.7,91.1,65.5,Moderate
1710,Enugu,Urban,3547595,903,2.12,8.62,37.5,74.8,72.8,40.5,51.6,88.5,73.7,76.4,High
1711,Taraba,Urban,925178,684,1.07,1.97,63.9,97.5,47.8,44.8,39.0,32.4,68.0,55.6,Moderate
1712,Ebonyi,Urban,1669911,1097,2.17,6.97,30.2,54.8,30.3,24.8,77.3,54.5,85.4,64.5,Moderate
1713,Plateau,Urban,4356642,1036,2.48,4.0,43.3,50.2,91.4,61.4,53.5,76.5,90.9,68.4,Moderate
1714,Kaduna,Urban,3304216,1079,1.87,10.95,12.7,66.6,74.4,62.2,34.0,71.9,116.8,65.1,Moderate
1715,Zamfara,Rural,3333427,60,0.22,8.52,84.0,51.8,79.9,57.4,55.5,44.2,91.0,60.8,Moderate
1716,Abia,Rural,1343232,422,2.65,4.23,37.6,66.2,48.6,70.4,56.7,89.8,67.3,66.5,Moderate
1717,Katsina,Rural,2723079,930,1.41,1.87,71.7,43.5,90.7,47.1,56.5,30.5,16.4,64.5,Moderate
1718,Plateau,Rural,887821,362,2.41,5.17,25.1,69.5,93.9,81.6,52.3,79.4,46.2,70.8,Moderate
1719,Cross River,Rural,532259,741,0.93,5.46,2.5,43.1,66.1,41.9,84.3,52.8,66.1,52.5,Low
1720,Oyo,Rural,91425,304,0.3,4.9,23.2,46.3,42.1,36.7,50.9,25.4,63.9,42.7,Low
1721,Oyo,Urban,582869,936,2.82,10.08,18.7,64.0,66.9,47.7,65.4,38.4,41.6,77.8,High
1722,Anambra,Urban,429350,691,0.12,3.32,18.1,92.0,50.6,80.9,40.6,36.8,78.9,38.5,Low
1723,Abia,Rural,605439,984,2.57,6.72,63.1,53.2,97.8,70.5,49.2,25.5,35.9,76.6,High
1724,Borno,Urban,3091529,807,2.11,10.48,78.3,92.8,90.6,28.8,48.8,98.2,68.9,92.5,High
1725,Rivers,Urban,4856981,669,2.15,6.56,26.8,93.9,62.0,43.0,83.1,79.4,61.6,74.7,Moderate
1726,Ogun,Urban,1464200,523,1.77,7.85,20.5,54.8,31.3,41.9,87.2,80.1,10.2,68.0,Moderate
1727,Kebbi,Rural,197322,969,0.98,7.98,69.1,42.6,46.1,25.9,92.9,67.4,92.7,65.4,Moderate
1728,Kwara,Urban,2640088,146,0.71,4.09,5.4,45.7,81.3,63.2,62.5,62.1,57.9,49.0,Low
1729,Katsina,Rural,4364285,576,1.82,5.39,24.2,93.6,66.1,30.3,30.3,61.2,88.2,64.5,Moderate
1730,Lagos,Rural,1440381,950,0.42,5.33,22.3,85.2,41.6,77.9,32.1,70.8,88.1,44.0,Low
1731,Enugu,Urban,3166623,198,1.5,6.03,79.0,52.4,88.6,48.8,78.3,50.3,25.9,75.7,High
1732,Kwara,Rural,4773846,649,3.44,6.59,76.2,85.1,62.3,52.5,50.3,31.6,48.9,85.0,High
1733,Borno,Rural,4266004,1196,1.48,6.81,71.4,95.1,94.0,35.3,61.8,31.4,80.2,76.0,High
1734,Katsina,Rural,4597907,927,0.14,2.24,16.2,67.8,87.1,23.7,78.9,82.9,117.5,49.7,Low
1735,Plateau,Rural,2682970,424,0.24,10.72,25.3,67.5,60.8,41.0,47.9,69.5,56.2,60.1,Moderate
1736,Bauchi,Rural,4942114,142,2.1,1.39,69.9,91.0,67.3,64.6,88.2,79.2,58.2,71.6,Moderate
1737,Yobe,Urban,4290675,549,1.16,7.43,48.3,57.8,65.2,59.6,79.1,50.9,51.6,64.4,Moderate
1738,Nasarawa,Urban,1563361,244,1.95,5.6,19.0,41.3,40.7,21.1,63.1,26.3,32.3,60.3,Moderate
1739,Zamfara,Rural,874528,1056,3.28,9.54,52.0,77.3,53.0,25.7,90.6,63.2,22.8,92.9,High
1740,Borno,Urban,3864145,280,2.7,9.88,4.2,88.8,30.5,46.1,79.4,87.1,73.5,74.2,Moderate
1741,Ogun,Rural,3859446,104,0.81,9.46,50.9,48.5,68.2,78.1,45.4,91.5,63.8,62.1,Moderate
1742,Ekiti,Rural,3022194,923,0.89,4.14,36.9,59.3,65.3,46.9,65.8,77.6,30.9,59.8,Moderate
1743,Kebbi,Urban,2720024,911,0.1,6.1,21.6,46.0,41.8,72.4,92.0,37.2,42.1,44.3,Low
1744,Jigawa,Rural,425075,647,2.38,0.88,12.5,45.5,63.0,59.2,90.5,37.6,36.5,57.5,Moderate
1745,Benue,Urban,1952718,670,1.32,6.35,19.4,97.3,51.5,40.1,63.4,24.1,110.8,56.4,Moderate
1746,Akwa Ibom,Rural,3827677,924,2.99,2.78,46.5,66.2,52.4,68.8,86.5,81.3,74.2,70.2,Moderate
1747,Niger,Rural,4869297,610,1.91,10.55,13.8,77.7,50.9,70.6,48.4,53.7,38.6,67.3,Moderate
1748,Cross River,Rural,4074567,457,0.14,9.25,21.2,85.6,80.1,47.8,50.6,21.7,54.7,57.4,Moderate
1749,Delta,Rural,2008919,223,2.67,6.32,19.3,47.0,70.2,52.4,61.3,92.4,74.2,70.3,Moderate
1750,Kano,Urban,1952273,474,1.81,11.56,66.2,52.3,32.6,56.7,36.1,64.2,111.0,66.3,Moderate
1751,Lagos,Urban,3963820,434,0.65,1.54,72.9,83.4,34.8,42.6,81.0,62.5,72.1,54.9,Low
1752,Kaduna,Urban,4135723,558,1.08,9.64,72.3,81.8,56.8,67.3,53.8,69.9,46.0,71.4,Moderate
1753,Benue,Rural,4785738,1140,2.61,11.12,52.6,65.1,60.5,41.9,95.4,90.9,13.8,91.3,High
1754,Anambra,Rural,4768195,426,0.3,10.09,25.8,98.9,45.7,69.6,87.8,72.7,49.5,61.5,Moderate
1755,Gombe,Urban,290516,320,2.44,9.82,25.9,83.4,38.9,72.7,89.3,62.3,38.2,74.6,Moderate
1756,Yobe,Urban,3536440,782,1.52,10.31,30.9,95.0,32.0,67.2,70.4,75.9,26.5,70.4,Moderate
1757,Gombe,Rural,1508746,75,1.61,1.92,63.9,98.4,58.6,81.9,30.1,98.8,90.9,59.8,Moderate
1758,Enugu,Rural,3601541,1144,0.51,10.26,12.6,80.1,97.5,37.5,70.6,23.1,108.5,61.2,Moderate
1759,Jigawa,Rural,1059129,571,0.81,5.34,31.7,83.7,36.5,76.2,72.4,45.9,78.1,49.7,Low
1760,Kano,Urban,3211617,117,1.06,7.59,19.5,85.8,54.2,49.8,88.8,91.7,54.9,65.8,Moderate
1761,Lagos,Rural,3036470,333,0.43,4.91,42.6,47.6,45.1,56.9,84.0,48.2,109.0,45.8,Low
1762,Yobe,Rural,70804,376,2.26,6.09,38.4,90.2,48.1,26.0,71.9,22.1,111.6,66.9,Moderate
1763,Imo,Rural,4085852,298,2.61,4.35,7.3,82.6,44.4,80.9,96.8,81.6,111.4,60.8,Moderate
1764,Lagos,Urban,3185589,997,0.67,10.97,21.0,40.0,62.3,35.7,46.1,40.0,46.5,59.2,Moderate
1765,Katsina,Urban,582908,284,1.06,10.04,14.4,45.5,48.0,70.8,61.6,60.8,72.8,54.9,Low
1766,Sokoto,Rural,4261487,115,3.07,0.59,3.2,59.0,46.8,52.2,60.0,27.5,27.3,58.4,Moderate
1767,FCT,Rural,4088117,1105,0.26,8.82,46.5,96.9,35.9,33.4,35.8,27.3,12.5,60.2,Moderate
1768,Sokoto,Rural,3600433,626,1.47,7.76,80.5,40.9,85.1,25.0,61.5,23.6,82.2,71.5,Moderate
1769,Ekiti,Urban,654835,772,0.49,9.25,71.6,64.0,67.8,74.5,39.9,53.8,71.5,60.7,Moderate
1770,Kebbi,Rural,208266,678,3.3,2.56,63.7,40.7,32.3,32.0,33.7,95.8,54.6,71.6,Moderate
1771,Bauchi,Rural,2732328,1169,3.21,2.09,25.9,45.6,50.0,30.0,57.9,58.0,16.9,69.8,Moderate
1772,Jigawa,Urban,314301,664,0.54,1.6,73.4,65.0,47.2,75.2,65.8,30.2,103.1,44.2,Low
1773,Akwa Ibom,Urban,1005225,435,0.85,11.74,12.8,79.2,33.3,44.6,75.2,27.6,81.3,58.1,Moderate
1774,Enugu,Urban,2090587,530,0.93,4.03,20.6,46.0,45.7,31.3,42.5,49.9,116.9,44.1,Low
1775,Ondo,Rural,91746,364,1.21,10.39,58.4,59.7,44.9,32.1,57.6,81.0,39.3,72.8,Moderate
1776,Osun,Rural,2084262,576,0.96,6.39,37.6,55.8,81.4,67.4,70.3,48.2,55.3,59.8,Moderate
1777,Edo,Rural,3441381,769,2.33,6.83,53.9,50.5,62.6,35.1,57.9,81.2,43.5,76.3,High
1778,Anambra,Rural,3543763,624,2.86,6.97,7.5,68.8,91.9,82.4,55.5,39.5,78.6,68.5,Moderate
1779,Jigawa,Rural,3693191,660,0.41,5.94,84.4,52.9,57.9,57.8,55.6,42.8,55.8,57.7,Moderate
1780,Kebbi,Urban,1342650,603,2.35,4.39,48.6,81.2,78.3,46.5,82.6,89.6,71.3,76.9,High
1781,Osun,Rural,1698493,1130,0.75,10.97,64.7,62.9,93.7,29.8,37.1,57.5,23.0,77.1,High
1782,Niger,Urban,3349209,1112,3.26,4.23,19.6,78.9,58.3,41.4,81.7,39.5,71.4,72.5,Moderate
1783,Kogi,Urban,4245084,180,0.56,7.0,51.0,53.9,72.0,77.8,67.7,71.9,52.8,58.7,Moderate
1784,Lagos,Urban,4005483,350,0.4,10.81,44.8,51.6,61.9,21.9,31.6,83.7,59.5,64.6,Moderate
1785,Cross River,Rural,2357693,1185,2.72,9.39,80.3,56.2,72.3,72.9,96.2,91.4,7.2,91.6,High
1786,Katsina,Rural,1259216,1194,0.77,2.02,12.2,56.8,84.1,58.5,50.6,81.1,50.6,50.7,Low
